Name,Manga,Anime,Appears in,Japanese,English,Birthdate,Sex,Status,Height,Weight,Blood type,Occupation,Affiliation,Ninja Rank,Novel,Movie,Game,OVA,Age,Team,Partner,Ninja Registration,Family,Nature Type,Jutsu,Tools,Kekkei Genkai,Clan,Species,Classification,Chūnin Prom. Age,Academy Grad. Age,Unique Traits,Tailed Beast,Jinchūriki,Kekkei Mōra,Kekkei Tōta
['Kin (actor)'],,,['Movie'],['Yutaka Nakano'],['Doug Stone'],,['Male'],,,,,['Actor'],['Land of Fire'],,,['Naruto the Movie: Ninja Clash in the Land of Snow'],,,,,,,,,,,,,,,,,,,,,
['Kin Tsuchi'],['Naruto Chapter #35'],['Naruto Episode #21'],"['Anime, Manga, Game']",['Akiko Koike'],['Stephanie Sheh'],['July 6'],['Female'],['Deceased'],['Part I: 150  cm'],['Part I: 39  kg'],['O'],,['Otogakure'],,,,['Naruto: Path of the Ninja'],['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part I: 14'],['Team Dosu'],,,,['Nature Type\n        \n Yin Release (Anime only)'],['Jutsu\n\n\nGenjutsu: Bell Sound Clone (Anime only)\n\n\nShadow Senbon'],['Tools\n\n\nBell\n\n\nSenbon\n\n\nWire Strings'],,,,,,,,,,,
['Kina Kodon'],,,['Novel'],,,,['Male'],,,,,,['Howling Wolf Village'],,['Naruto Jinraiden: The Day the Wolf Howled'],,,,['Part II: 11'],,,,['Family\n\t\nTenma Kodon (Father)\nReishi Kodon (Brother)'],,,,,['Kodon Clan'],,,,,,,,,
['King'],['Naruto Chapter #492'],['Naruto Shippūden Episode #243'],"['Anime, Manga']",,,,['Male'],,,,,,['Kumogakure'],,,,,,['Part II: 13'],,,,,,,,,,['Gorilla'],,,,,,,,
['King of Hell'],['Naruto Chapter #422'],['Naruto Shippūden Episode #158'],"['Anime, Manga, Game']",,,,['Male'],,,,,,,,,,['Naruto Shippūden: Ultimate Ninja Storm 2'],['Naruto Shippūden: UNSG anime cutscenes'],,,,,,,,,,,,,,,,,,,
['Kinkaku'],['Naruto Chapter #525'],['Naruto Shippūden Episode #267'],"['Anime, Manga, Novel, Game']",['Takaya Kuroda'],['John Eric Bentley'],['March 7'],['Male'],['Deceased'],['Part II: 183.9 cm'],['Part II: 80.1 kg'],['A'],,['Kumogakure'],,"['Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze (Mentioned)']",,['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 44'],['Gold and Silver Brothers\n Kinkaku Force'],['Ginkaku'],,['Family\n\t\nGinkaku (Brother)'],,['Jutsu\n\n\nBashōsen: Coil of Fire'],['Tools\n\n\nBashōsen\n\n\nKohaku no Jōhei\n\n\nKōkinjō\n\n\nShichiseiken'],,,,['Pseudo-Jinchūriki'],,,,['Kurama (Forms)'],,,
['Kinoto'],,['Naruto Shippūden Episode #349'],"['Anime, Game']",['Ryūichi Kijima'],['Todd Haberkorn'],,['Male'],,,,,,['Konohagakure\n Root'],['Part II: Anbu'],,,['Naruto Shippūden: Ultimate Ninja Blazing'],,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Kinshiki Ōtsutsuki'],['Boruto Chapter #2'],['Boruto Episode #15'],"['Anime, Manga, Novel, Game, Movie']",['Hiroki Yasumoto'],['Wally Wingert'],,['Male'],['Deceased'],['Gaiden: 231  cm'],,,['Guardian of Momoshiki'],,,['Boruto: Naruto the Movie'],['Boruto: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Storm 4'],,,,['Momoshiki Ōtsutsuki'],,['Family\n\t\nMomoshiki Ōtsutsuki (Foster Son)'],['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nAmanohabaya\n\n\nŌdachi Mow Down\n\n\nSensing Technique\n\n\nTool Creation Technique'],,['Byakugan'],['Ōtsutsuki Clan'],['Celestial Being'],['Sensor Type'],,,,,,,
['Kintoki'],['Naruto Chapter #493'],['Naruto Shippūden Episode #243'],"['Anime, Manga']",,,,['Male'],,,,,,['Kumogakure'],,,,,,['Part II: 9'],,,,,,,,,,['Bear'],,,,,,,,
['Kirara'],,['Boruto Episode #77'],['Anime'],['Noriko Shibasaki'],['Abby Trott'],,['Female'],['Deceased'],,,,,['Iwagakure'],,,,,,,,,,['Family\n\t\nŌnoki (Creator)\nIwa Doctor (Creator)\nWhite Zetsu (Genetic Source)'],['Nature Type\n        \n Yin Release'],,,,,['Fabrication'],,,,,,,,
['Kiri (ninja)'],['Naruto Chapter #515'],['Naruto Shippūden Episode #242'],"['Anime, Manga, Game']",['Shinobu Matsumoto'],['J.B. Blanc'],,['Male'],,,,,,['Kirigakure\n Allied Shinobi Forces'],['Part II: Chūnin'],,,['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 23'],['Surprise Attack Division'],,,,,['Jutsu\n\n\nMystical Palm Technique'],,,,,['Medical-nin'],,,,,,,
['Kiri (villager)'],,['Boruto Episode #40'],['Anime'],['Yūki Kaneko'],['Cristina Vee'],,['Female'],,,,,['Village Head'],['Green Banks'],,,,,,,,,,['Family\n\t\nTofu (Father)'],,,,,,,,,,,,,,
['Kirisaki'],,['Boruto Episode #160'],['Anime'],['Hidenobu Kiuchi'],['Kaiji Tang'],,['Male'],,,,,,['Kirigakure'],,,,,,,,,,,,,['Tools\n\n\nScalpel'],,,,['Medical-nin\nMissing-nin'],,,,,,,
['Kirisame'],,,"['Anime, Novel']",['Shunsuke Sakuya'],['Brad MacDonald'],,['Male'],,,,,,['Amegakure'],,['Naruto: Mission: Protect The Waterfall Village! (novel)'],,,['Mission: Protect the Waterfall Village!'],,['Team Suien'],,,,['Nature Type\n        \n Water Release\n Lightning Release (Novel only)'],['Jutsu\n\n\nWater Clone Technique (Novel only)\n\n\nWater Release: Rapid Thunder Whip Technique (Novel only)\n\n\nWater Release: Water Weapons (Novel only)\n\n\nWater Release: Water Whip'],,,,,['Missing-nin'],,,,,,,
['Kiruru'],,,['Novel'],,,,['Male'],,,,,,['Kirigakure'],['Part I: Genin'],['Itachi Shinden: Book of Bright Light'],,,,,,,,,['Nature Type\n        \n Water Release'],,,,,,,,,,,,,
['Kisame Hoshigaki'],['Naruto Chapter #139'],['Naruto Episode #80'],"['Anime, Manga, Novel, Game, Movie']",['Tomoyuki Dan'],['Michael McConnohie  (Episode 80)\nKirk Thornton  (Episode 81+)\nSteve Blum   (Naruto: Ninja Council 3)'],['March 18'],['Male'],['Deceased'],['Part I: 195  cm'],['Part I: 83.1  kg'],['AB'],,['Kirigakure\n Akatsuki'],,['Akatsuki Hiden: Evil Flowers in Full Bloom'],['Road to Ninja: Naruto the Movie'],['Naruto: Ultimate Ninja 2'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 29\nPart II: 32–33'],['Cypher Division\n Seven Ninja Swordsmen of the Mist'],['Itachi Uchiha'],,,['Nature Type\n        \n Water Release\n Fire Release\n Wind Release\n Earth Release'],['Jutsu\n\n\nEarth Release: Subterranean Voyage\n\n\nSilent Killing\n\n\nSummoning Technique (Shark)\n\n\nWater Clone Technique\n\n\nWater Prison Shark Dance Technique\n\n\nWater Prison Technique\n\n\nWater Release: A Thousand Feeding Sharks\n\n\nWater Release: Exploding Water Colliding Wave\n\n\nWater Release: Five Feeding Sharks\n\n\nWater Release: Four Sharks Rain (Anime only)\n\n\nWater Release: Great Exploding Water Colliding Wave\n\n\nWater Release: Great Shark Bullet Technique\n\n\nWater Release: Water Bullet Technique\n\n\nWater Release: Water Shark Bullet Technique'],['Tools\n\n\nSamehada\n\n\nSword'],,['Hoshigaki Clan (Anime only)'],,['S-rank\nMissing-nin'],,['10'],['Unique Traits\n\t\nCan absorb chakra\nGills'],,,,
['Kiseru Gankubi'],,['Boruto Episode #276'],['Anime'],['Katsunori Okai'],,,['Male'],,,,,['Outer  (Former)'],['Konohagakure\n Kara'],['Boruto Manga: Anbu'],,,,,,"[""Five Great Countries' Joint Investigation Team""]",,,,['Nature Type\n        \n Fire Release'],['Jutsu\n\n\nFire Release Chakra Mode\n\n\nFire Release: Deep Flame Explosion\n\n\nFire Release: Flame Attack\n\n\nFire Release: Flame Bullet\n\n\nFire Release: Flaming Hail\n\n\nFire Release: Phoenix Sage Fire Technique\n\n\nMystical Palm Technique'],,,,,['Medical-nin'],,,,,,,
['Kisuke Maboroshi'],,['Naruto Shippūden Episode #193'],['Anime'],['Shinya Fukumatsu'],['Wally Wingert'],,['Male'],['Deceased'],,,,,['Konohagakure'],['Part II: Anbu'],,,,,,,,,"[""Family\n\t\nKisuke's Wife (Wife)""]",,,['Tools\n\n\nWire Strings'],,,,,,,,,,,
"[""Kisuke's Wife""]",,['Naruto Shippūden Episode #193'],['Anime'],,,,['Female'],['Deceased'],,,,,['Konohagakure'],,,,,,,,,,['Family\n\t\nKisuke Maboroshi (Husband)'],,,,,,,,,,,,,,
['Kitane'],,['Naruto Shippūden Episode #66'],['Anime'],['Akio Katō'],['Lex Lang'],,['Male'],['Deceased'],,,,,['Land of Fire'],,,,,,,['Twelve Guardian Ninja'],,,,['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nLightning Release: Thunder Binding\n\n\nLimelight'],['Tools\n\n\nBō'],,,,,,,,,,,
['Kitsuchi'],['Naruto Chapter #515'],['Naruto Shippūden Episode #256'],"['Anime, Manga, Game']",['Masafumi Kimura'],['Patrick Seitz'],['March 22'],['Male'],,['Part II: 217 cm'],['Part II: 120.5 kg'],['O'],['Second Division Commander of the Allied Shinobi Forces'],['Iwagakure\n Allied Shinobi Forces'],['Part II: Jōnin'],,,['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 44'],['Second Division'],,['IW-06112'],['Family\n\t\nKurotsuchi (Daughter)'],['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Fist Rock Technique\n\n\nEarth Release: Great Moving Earth Core\n\n\nEarth Release: Moving Earth Core\n\n\nEarth Release: Opening Earth Rising Excavation\n\n\nEarth Release: Practice Brick Technique\n\n\nEarth Release: Rock Shelter\n\n\nEarth Release: Sandwich Technique'],,,,,,,,,,,,
['Kitō'],['Naruto Chapter #235'],['Naruto Episode #135'],"['Anime, Manga, Game']",['Chikara Osaka (Episode 147)'],['Steve Staley  (Episode 135)\nKirk Thornton  (Episode 147)\nDave Wittenberg  (Episode 198)'],,['Male'],,,,,,['Konohagakure'],,,,['Naruto: Ultimate Ninja Online'],,['Part I: 27'],['Medic Corps'],,,,,['Jutsu\n\n\nHealing Resuscitation Regeneration Technique\n\n\nMystical Palm Technique (Anime only)'],,,,,['Medical-nin'],,,,,,,
['Kiyoi Yotsuki'],['Naruto Chapter #408'],['Naruto Shippūden Episode #142'],"['Anime, Manga, Game']",['Chikara Ōsaka'],['Kyle Hebert'],,['Male'],,,,,,['Kumogakure'],['Part II: Chūnin'],,,['Naruto Shippūden: Ultimate Ninja Impact'],,['Part II: 30'],,,,,,,,,['Yotsuki Clan'],,,,,,,,,
['Kiyomu Fukuda'],,['Naruto Shippūden Episode #76'],['Anime'],,,,,,['Part II: 170.18 cm'],,['A'],,['Konohagakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Kiyoyasu Kagetsu'],,['Naruto Episode #186'],['Anime'],['Shūhei Sakaguchi'],['Neil Kaplan'],,['Male'],,,,,,['Land of Fire'],,,,,,,,,,,,,,,['Kagetsu Family'],,,,,,,,,
['Kizashi Haruno'],,['Naruto Shippūden Episode #271'],"['Anime, Game, Movie']",['Yasunori Matsumoto'],['Steven Blum'],,['Male'],,['Part II: 184.4 cm'],,,,['Konohagakure'],['Part II: Genin'],,['Road to Ninja: Naruto the Movie'],['Naruto Mobile  (Hokage Rock)'],,,,,,['Family\n\t\nSakura Haruno (Daughter)\nSarada Uchiha (Granddaughter)\nMebuki Haruno (Wife)'],,,,,,,,,,,,,,
['Kobanza'],,['Boruto Episode #238'],['Anime'],['Kōsuke Takaguchi'],,,['Male'],['Deceased'],,,,['Pirate'],['Land of Water'],,,,,,,,,,,['Nature Type\n        \n Water Release'],['Jutsu\n\n\nWater Release: Water Body'],['Tools\n\n\nKabutowari'],,['Funato Clan'],,,,,,,,,
['Kobuna'],,['Boruto Episode #249'],['Anime'],['Asami Tano'],,,['Male'],,,,,['Pirate'],['Land of Water'],,,,,,,,,,['Family\n\t\nFunamushi (Father)'],,,['Tools\n\n\nBlowpipe\n\n\nSenbon'],,['Funato Clan'],,,,,,,,,
['Kobushi Saiki'],,,['Anime'],['Shō Okumura'],['Bryce Papenbrook'],,['Male'],,,,,,['Kumogakure'],['Part II: Genin'],,,,['Chūnin Exam on Fire! Naruto vs. Konohamaru!'],,,,,,,,,,,,,,,,,,,
['Kodaka'],,,['Novel'],,,,['Male'],['Deceased'],,,,,,,['Akatsuki Hiden: Evil Flowers in Full Bloom'],,,,,,,,['Family\n\t\nKiiro (Brother)\nŌmitsu (Brother)\nKomitsu (Brother)'],['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nLightning Release: Electric Shock Needles'],,,,,,,,,,,,
['Kodama'],,['Boruto Episode #259'],['Anime'],['Kōji Takahashi'],,,['Male'],,,,,['Food vendor'],,,,,,,,,,,['Family\n\t\nHibiki (Sister)'],,,['Tools\n\n\nSword'],,,,,,,,,,,
['Kohada'],['Naruto Chapter #140'],['Naruto Episode #81'],"['Anime, Manga']",,,,['Female'],,,,,['Sushi-shop assistant'],['Konohagakure'],,,,,,['Part I: 19'],,,,,,,,,,,,,,,,,,
['Kohan Yamanaka'],,['Boruto Episode #177'],['Anime'],['Reigo Yamaguchi'],['Cedric L. Williams'],,['Male'],,,,,,['Konohagakure'],,,,,,,['Konoha Barrier Team'],,,,,['Jutsu\n\n\nChakra Lock-On\n\n\nMind Body Switch Technique\n\n\nSensing Technique'],,,['Yamanaka Clan'],,['Sensor Type'],,,,,,,
['Kohari Umino'],['Naruto Chapter #503'],['Naruto Shippūden Episode #177'],"['Anime, Manga']",['Noriko Miyashita'],['Cindy Robinson'],,['Female'],['Deceased'],,,,,['Konohagakure'],['Part II: Jōnin'],,,,,['Part II: 45'],,,,['Family\n\t\nIruka Umino (Son)\nIkkaku Umino (Husband)'],,,,,,,,,,,,,,
['Koharu Utatane'],['Naruto Chapter #93'],['Naruto Episode #55'],"['Anime, Manga, Novel, Game']",['Junko Midori\nIkuko Watanabe   (Young Adult)'],['Mary Elizabeth McGlynn \nWendee Lee  (Konoha Plans Recapture Mission)\nJulianne Buescher  (Naruto: Ultimate Ninja)'],['September 1'],['Female'],,['Part I: 153  cm\nPart II: 153  cm'],['Part I: 46.3 kg\nPart II: 46.3 kg'],['A'],['Councillor'],['Konohagakure'],,"['Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze']",,['Naruto: Ultimate Ninja'],['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part I: 68\nPart II: 72–73'],['Team Tobirama\n Konoha Council\n Escort Unit'],['Homura Mitokado'],['000256'],,,['Jutsu\n\n\nObject Extraction Technique (Anime only)'],,,,,,,,,,,,
['Koji Kashin'],['Boruto Chapter #15'],['Boruto Episode #53'],"['Anime, Manga, Game']",['Yūichi Nakamura'],['Kaiji Tang'],,['Male'],,,,,['Inner  (Former)'],['Kara\n Mount Myōboku'],,,,['Naruto x Boruto: Ninja Voltage'],,,,,,['Family\n\t\nAmado Sanzu (Creator)\nJiraiya (Genetic template)'],['Nature Type\n        \n Fire Release\n Earth Release\n Yin Release'],"[""Jutsu\n\n\nBig Ball Rasengan\n\n\nEarth Release: Swamp of the Underworld\n\n\nFire Release: Big Flame Bullet\n\n\nFire Release: Flame Attack\n\n\nFire Release: Flame Bullet\n\n\nGenjutsu Communication\n\n\nNeedle Jizō\n\n\nRasengan\n\n\nReverse Summoning Technique\n\n\nSage Art: Five Fire Gods' Fan of Flames\n\n\nSage Mode\n\n\nSealing Technique: Frog Suppression\n\n\nShadow Clone Technique\n\n\nSummoning Technique (Toad)\n\n\nSummoning: Food Cart Destroyer Technique\n\n\nToad Oil Bullet\n\n\nToad Smoke Technique (Anime only)\n\n\nToad Spying Technique\n\n\nTrue Fire of Samadhi\n\n\nUltra-Big Ball Rasengan\n\n\nWild Lion's Mane Technique""]",,,,,['Sage'],,,,,,,
['Kokage Yanagikage'],['Naruto Chapter #423'],['Naruto Shippūden Episode #159'],"['Anime, Manga']",,,,['Male'],,,,,,['Konohagakure'],['Part II: Chūnin'],,,,,['Part II: 24'],,,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nWind Release: Breakthrough\n\n\nWind Release: Great Breakthrough'],,,,,,,,,,,,
['Kokatsu'],['Boruto Chapter #24'],['Boruto Episode #188'],"['Anime, Manga']",['Kenji Nomura'],['Catero Colbert'],,['Male'],,,,,,['Allied Shinobi Forces (Anime only)'],,,,,,,,,,['Family\n\t\nKawaki (Son)'],,,,,,,,,,,,,,
['Kokuri'],,['Boruto Episode #141'],['Anime'],['Takayasu Usui'],['Lucien Dodge'],,['Male'],['Deceased'],,,,['Accountant'],,,,,,,,['Mujina Bandits'],,,,,,,,,,,,,,,,,
['Kokushi'],,['Boruto Episode #199'],['Anime'],['Kazuya Saji'],['Billy Kametz'],,['Male'],,,,,,,,,,,,,,,,['Family\n\t\nKanchi (Son)'],,,,,,,,,,,,,,
['Kokuyō'],,['Boruto Episode #72'],['Anime'],['Masashi Tamaki'],['Mick Wingert'],,['Male'],['Deceased'],,,,,['Iwagakure'],,,,,,,,,,['Family\n\t\nŌnoki (Creator)\nIwa Doctor (Creator)\nWhite Zetsu (Genetic Source)'],,,['Tools\n\n\nTonfa'],,,['Fabrication'],,,,,,,,
['Kokuyō (puppeteer)'],,['Naruto Shippūden Episode #235'],['Anime'],['Junichi Endō'],"[""Liam O'Brien""]",,['Male'],,,,,,,,,,,,,,,,,,['Jutsu\n\n\nHundred Puppet Soul Binding\n\n\nPuppet Technique'],,,,,,,,,,,,
['Kokuō'],['Naruto Chapter #467'],['Naruto Shippūden Episode #165'],"['Anime, Manga, Novel, Game, Movie']",['Mie Sonozaki'],['Mary Elizabeth McGlynn'],,,,,,,,['Iwagakure'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Storm 3'],,,,,,['Family\n\t\nHagoromo Ōtsutsuki (Creator)\nShukaku (Sibling)\nMatatabi (Sibling)\nIsobu (Sibling)\nSon Gokū (Sibling)\nSaiken (Sibling)\nChōmei (Sibling)\nGyūki (Sibling)\nKurama (Sibling)'],['Nature Type\n        \n Boil Release\n Fire Release\n Water Release'],['Jutsu\n\n\nBoil Release: Unrivalled Strength\n\n\nChakra Transfer Technique\n\n\nHorn Breaking\n\n\nTailed Beast Ball\n\n\nTailed Beast Chakra Arms\n\n\nTailed Beast Full Charge\n\n\nTailed Beast Telepathy'],,['Boil Release'],,['Mixed horse and dolphin'],['Tailed Beast'],,,,,['Han \nNaruto Uzumaki'],,
['Komachi'],,,['Game'],,['Laura Bailey'],,['Female'],,,,,,['Konohagakure'],['Part I: Anbu'],,,['Naruto: Clash of Ninja Revolution 2'],,,,['Towa'],,,,"[""Jutsu\n\n\nDrilling Needles\n\n\nHeaven's Needle Barrage\n\n\nPiercing Showers""]",['Tools\n\n\nSword'],,,,,,,,,,,
['Komame'],,['Boruto Episode #10'],"['Anime, Novel']",['Itaru Yamamoto'],['Mick Wingert'],,['Male'],,,,,['Central Post Office Bureau Chief'],['Konohagakure'],,['A Call from the Shadows!'],,,,,,,,,,,,,,,,,,,,,,
['Komaza'],['Naruto Chapter #42'],['Naruto Episode #24'],"['Anime, Manga, Game']",['Kunihiro Kawamoto'],['Doug Erholtz'],,['Male'],,,,,,['Sunagakure'],['Part I: Genin'],,,['Naruto Mobile'],,['Part I: 16'],,,,,,,,,,,,,,,,,,
['Komichi'],,['Naruto Shippūden Episode #434'],['Anime'],['Yūki Kuwahara'],['Dorothy Elias-Fahn'],,['Male'],['Deceased'],['Part I: 103  cm'],,,,,,,,,,,,,,['Family\n\t\nKaya (Mother)\nAshitaba (Brother)'],,,,,,,,,,,,,,
['Komitsu'],,,['Novel'],,,,['Male'],,,,,,,,['Akatsuki Hiden: Evil Flowers in Full Bloom'],,,,,,,,['Family\n\t\nKodaka (Brother)\nKiiro (Brother)\nŌmitsu (Brother)'],,,,,,,,,,,,,,
['Komori'],,['Naruto Shippūden Episode #490'],"['Anime, Game']",['Hirokazu Sekido'],['Lucien Dodge'],,['Male'],,,,,,['Land of Silence'],,,,['Naruto Shippūden: Ultimate Ninja Blazing'],,,['Enlightened Ones'],,,,,,,,,,,,,,,,,
['Komugi'],['Naruto Chapter #43'],['Naruto Episode #25'],"['Anime, Manga, Game']",['Yasuhiro Fujiwara  (Part I)\nMinoru Kawai  (Part II)'],['Dave Wittenberg  (Part I)\nLucien Dodge  (Part II)'],,['Male'],,,,,,['Konohagakure'],['Part I: Genin'],,,['Naruto Mobile'],,['Part I: 23'],['Team Komugi'],,,,,,,,,,,,,,,,,
['Komushi'],,['Naruto Shippūden Episode #319'],['Anime'],['Daisuke Sakaguchi'],['Todd Haberkorn'],,['Male'],['Deceased'],['Part II: 150  cm'],,,,['Sunagakure'],,,,,,,,,,,,['Jutsu\n\n\nPuppet Technique'],,,,,,,,,,,,
['Kona'],,['Boruto Episode #159'],['Anime'],['Yuki Yagi'],,,['Female'],,,,,,['Land of Silence'],,,,,,,,,,['Family\n\t\nKatara (Brother)'],,,,,,,,,,,,,,
['Konan'],['Naruto Chapter #363'],['Naruto Shippūden Episode #125'],"['Anime, Manga, Novel, Game, Movie']",['Atsuko Tanaka\nKaori Mine   (Child)'],['Dorothy Elias-Fahn'],['February 20'],['Female'],['Deceased'],['Part II: 169.4 cm'],['Part II: 45.3 kg'],['O'],['Village Head'],['Amegakure\n Akatsuki'],,['Akatsuki Hiden: Evil Flowers in Full Bloom'],['Road to Ninja: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Heroes 3'],['Naruto x UT'],['Part II: 35'],['Ame Orphans'],['Nagato'],,,['Nature Type\n        \n Wind Release\n Earth Release\n Water Release\n Yang Release'],['Jutsu\n\n\nDance of the Shikigami\n\n\nPaper Chakram\n\n\nPaper Clone\n\n\nPaper Drizzle\n\n\nPaper Person of God Technique\n\n\nPaper Shuriken\n\n\nSensing Technique (Anime only)'],['Tools\n\n\nExplosive Tag'],,,,['S-rank\nSensor Type'],,,,,,,
['Konashi Nerikiri'],,['Boruto Episode #261'],['Anime'],['Kazutomi Yamamoto'],,,['Male'],,,,,,['Konohagakure'],['Boruto Manga: Academy Student'],,,,,,,,,,,,,,,,,,,,,,,
['Konenmaru'],,,['Novel'],,,,['Male'],['Deceased'],,,,,,,['Naruto: Mission: Protect The Waterfall Village! (novel)'],,,,,,,,,['Nature Type\n        \n Water Release'],,,,,['Catfish'],['Summon'],,,,,,,
['Kongō'],,,['Movie'],['Hisao Egawa'],['Keith Silverstein'],,['Male'],['Deceased'],,,,,['Land of the Moon'],,,['Naruto the Movie: Guardians of the Crescent Moon Kingdom'],,,,['Wandering Ninja Clan'],,,,,,['Tools\n\n\nOdourless Poison Mist'],,,,['Mercenary Ninja'],,,,,,,
['Konoha Astronomer'],,,"['Anime, Novel, Movie']",['Arisa Shida'],['Carrie Keranen'],,['Female'],,,,,"[""Astronomer\nHokage's Assistant""]",['Konohagakure'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],,['The Day Naruto Became Hokage (OVA)'],,,,,,,['Jutsu\n\n\nArmageddon Countdown Clock'],,,,,,,,,,,,
['Konohamaru Sarutobi'],['Naruto Chapter #2'],['Naruto Episode #2'],"['Anime, Manga, Novel, Game, Movie']",['Ikue Ōtani\nAkiko Koike  (Kazekage Rescue Mission)\nHidenori Takahashi  (Adult)'],['Colleen Villard \nMax Mittelman  (Adult)'],['December 30'],['Male'],,['Part I: 128.8 cm–130.6  cm\nPart II: 141.1  cm\nGaiden: 177.5  cm'],['Part I: 27.8 kg–29.5  kg\nPart II: 36.9  kg'],['B'],['Academy Teacher  (Anime only)\nGenin Exams Proctor  (Anime only)\nChūnin Exams Proctor  (Anime only)'],['Konohagakure\n Mount Myōboku (Anime only)'],['Part I: Academy Student\nPart II: Genin\nGaiden: Jōnin'],['The Last: Naruto the Movie'],['Naruto the Movie: Blood Prison'],['Naruto: Konoha Ninpōchō'],['Find the Four-Leaf Red Clover!'],['Part I: 8–9\nPart II: 11–12'],['Team Ebisu\n Team 7'],,['012707'],['Family\n\t\nSasuke Sarutobi (Great-Grandfather)\nHiruzen Sarutobi (Grandfather)\nBiwako Sarutobi (Grandmother)\nAsuma Sarutobi (Uncle)\nMirai Sarutobi (Cousin)'],['Nature Type\n        \n Fire Release\n Wind Release\n Lightning Release (Anime only)\n Yang Release'],"['Jutsu\n\n\nAdamantine Seal: Monkey Yang Suppression (Anime only)\n\n\nBarrier Releasing Technique (Anime only)\n\n\nBig Ball Rasengan (Anime only)\n\n\nBooby Trap (Anime only)\n\n\nBouncy Bouncy Technique (Anime only)\n\n\nFire Release: Ash Pile Burning (Anime only)\n\n\nFire Release: Blazing Meteors\n\n\nFire Release: Fire Dragon Bullet (Anime only)\n\n\nFire Release: Fire Dragon Flame Bullet\n\n\nFire Release: Great Flame Technique\n\n\nFlying Swallow (Anime only)\n\n\nHarem Technique (Anime only)\n\n\nMultiple Shadow Clone Technique (Anime only)\n\n\nMultiple String Light Formation (Anime only)\n\n\nRasengan\n\n\nSealing Technique: Release\n\n\nSealing Technique: Three Directions Seal (Anime only)\n\n\nSexy Technique\n\n\nSexy Technique: Pole Dance and Nice Body (Anime only)\n\n\nSexy: Boy on Boy Technique (Manga only)\n\n\nSexy: Girl on Girl Technique\n\n\nShadow Clone Technique\n\n\nShuriken Shadow Clone Technique (Anime only)\n\n\nString Light Formation (Anime only)\n\n\nStudent and Teacher: Rasengan\n\n\nSummoning Technique (Monkey, Toad) (Anime only)\n\n\nWind Release: Rasengan']",['Tools\n\n\nAdamantine Staff (Anime only)\n\n\nChakra Blade (Anime only)\n\n\nShinobi Gauntlet'],,['Sarutobi Clan'],,,,,,,,,
['Kontsuchi'],,['Boruto Episode #78'],['Anime'],['Fumitake Ishiguro'],['Todd Haberkorn'],,['Male'],,,,,,['Iwagakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Korega'],,,['Movie'],['Kenji Hamada'],['Kirk Thornton'],,['Male'],['Deceased'],,,,['Captain of the Land of the Moon Military'],['Land of the Moon'],,,['Naruto the Movie: Guardians of the Crescent Moon Kingdom'],,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Korobi'],,['Naruto Shippūden Episode #182'],['Anime'],['Hiroto Torihata'],['Todd Haberkorn'],,['Male'],,,,,,['Sunagakure'],,,,,,,,['Yaoki'],,,,['Jutsu\n\n\nPuppet Technique'],['Tools\n\n\nWater-Firing Puppets'],,,,,,,,,,,
['Koshō'],['Boruto Chapter #16'],,['Manga'],,,,['Female'],,,,,,['Konohagakure'],['Boruto Manga: Genin'],,,,,,,,,,,,,,,,,,,,,,,
['Kosuke'],['Naruto Chapter #605'],['Naruto Shippūden Episode #345'],"['Anime, Manga, Game']",,,,['Male'],['Deceased'],,,,,['Kirigakure'],['Part II: Anbu'],,,['Naruto Shippūden: Ultimate Ninja Storm 4'],,['Part II: 27'],,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
