Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Maen Nara;Naruto Chapter #616;Naruto Shippūden Episode #365;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;Part II: Tokubetsu Jōnin;;;;;27;;;;;Yin Release;Shadow Imitation Technique;;;Nara Clan;;;;;;;;;
Magire;;;Novel;;;;Male;;;;;;Konohagakure, Root;Blank Period: Anbu;Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze;;;;;;;;;;Orbs of Light, Tailed Beast Chakra Arms;Antidote, Poison, Tailed Beast Drug;;;;Medical-nin;;;;;;;
Magire Kakuremino;;Boruto Episode #7;Anime, Novel;Daiki Yamashita;Chris Niosi;;Male;;;;;;Konohagakure;Gaiden: Academy Student;A Call from the Shadows!;;;;;;;;;;Cloak of Invisibility Technique (Anime only);;;;;;;;;;;;
Mahiru;Naruto Chapter #239;Naruto Shippūden Episode #119;Anime, Manga, Game, Movie;Daisuke Endō;Michael Yurchak , Yuri Lowenthal (Naruto Shippūden: Ultimate Ninja Storm 4);June 18;Male;Deceased;175.6;59.2;AB;;Iwagakure;Part I: Jōnin;;Naruto Shippūden the Movie: The Will of Fire;Naruto Shippūden: Ultimate Ninja Storm 4;;24;;Kakkō, Taiseki;IW-06531;;Earth Release;Earth Release: Underground Projection Fish Technique, Shadow Clone Technique;Sword;;;;;;;;;;;
Mai Kagetsu;;Naruto Episode #186;Anime;Kyōko Hikami;Dorothy Elias-Fahn;;Female;;;;;Medicinal Herb Saleswomen;Land of Fire;;;;;;;;;;Tōbei Kagetsu (Father), Fūta Kagetsu (Brother), Tsukiko Kagetsu (Sister);;;;;Kagetsu Family;;;;;;;;;
Makaro Akimichi;Naruto Chapter #631;Naruto Shippūden Episode #372;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;Part II: Chūnin;;;;;17;;;;;Yang Release;Calorie Control;;;Akimichi Clan;;;;;;;;;
Maki;Naruto Chapter #270;Naruto Shippūden Episode #12;Anime, Manga;Kanako Tōjō (Kazekage Rescue Mission), Mariko Higashiuchi (from Fourth Shinobi World War: Confrontation);Mary Elizabeth McGlynn , Michelle Ruff (Child);;Female;;;;;;Sunagakure, Allied Shinobi Forces;Part II: Jōnin;;;;;28;Third Division, Sealing Team;;;;;Cloth Binding Technique, Hiding in Cloth Technique (Anime only), Protective Cloth Dome (Anime only);Binding Cloth, Sealing Tag;;;;;;;;;;;
Makibi;;Naruto Shippūden Episode #485;Anime;Minoru Kawai;Skip Stellrecht;;Male;;;;;Businessman;Makibi Company;;;;;;;;;;;;;;;;;;;;;;;;
Makinami Senka;Boruto Chapter #3;Boruto Episode #56;Anime, Manga, Movie;Shō Okumura;Xander Mobus;;Male;;;;;;Kirigakure;Gaiden: Genin;;Boruto: Naruto the Movie;;;;Three Senka Brothers;;;Sazanami Senka (Brother), Takanami Senka (Brother);;Shadow Clone Technique;Sword;;;;;;;;;;;
Makino;;;Movie;Chikao Ōtsuka;Michael McConnohie;;Male;;;;;Film Director;Land of Fire;;;Naruto the Movie: Ninja Clash in the Land of Snow;;;;;;;;;;;;;;;;;;;;;
Malice;;;Game;;;;Female;Deceased;;;;Village Head;;;;;Naruto Shippūden 3D: The New Era;;;;;;Yūto (Son);Earth Release;Crystal Barrier Technique, Puppet Technique, Self-Seal Technique, Spirit Reflection Technique;;Rinha Clans Kekkei Genkai;Rinha Clan;;Missing-nin, Medical-nin;;;;;;;
Mamushi;;Naruto Shippūden Episode #398;Anime;Eiji Takeuchi;Kyle Hebert;;Male;;170;;;;Sunagakure;Part I: Genin;;;;;;Team Saya;;;;;Hidden Shadow Snake Hands, Summoning Technique (Snake);Poison;;;;;;;;;;;
Manabu Akado;Naruto Chapter #43;Naruto Episode #25;Anime, Manga, Game;;;;Male;;;;;;Konohagakure;Part I: Genin;;;Naruto Mobile;;38;;;;;;;;;;;;;;;;;;
Manari;Sasuke Retsuden Chapter #5 (Mentioned);Boruto Episode #282;Anime, Manga, Novel;Natsumi Yamada;;;Female;;;;;King of the Land of Redakus Assistant, Queen of the Land of Redaku (Former);Land of Redaku;;Kakashi Retsuden: The Sixth Hokage and the Failure Boy;;;;;;;;Nanara (Brother);;;;;;;;;;;;;;
Manda;Naruto Chapter #169;Naruto Episode #95;Anime, Manga, Game;Masuo Amada;Richard Epcar;;Male;Deceased;;;;;Ryūchi Cave, Otogakure;;;;Naruto: Ultimate Ninja 2;;;;;;Manda II (Altered Clone);;Coiling Around;;;;Snake;Summon;;;;;;;
Manda II;Naruto Chapter #513;Naruto Shippūden Episode #255;Anime, Manga, Game;;;;Male;;;;;;Kabuto Yakushi;;;;Naruto Mobile;;1;;;;Manda (Genetic Source);;Jutsu;;;;Snake;Summon;;;;;;;
Mangetsu Hōzuki;Naruto Chapter #522;Naruto Shippūden Episode #265;Anime, Manga, Game;;;February 15;Male;Deceased;172;54.7;AB;;Kirigakure;Part II: Jōnin;;;Naruto Shippūden: Ultimate Ninja Storm 3;;;Seven Ninja Swordsmen of the Mist;;;Suigetsu Hōzuki (Younger Brother);Water Release;Hydrification Technique, Silent Killing, Water Gun Technique;Explosive Tag, Hiramekarei, Kabutowari, Kiba , Kubikiribōchō, Nuibari, Samehada, Shibuki;;Hōzuki Clan;;;;;;;;;
Margo;Sasuke Retsuden Chapter #9;Boruto Episode #286;Anime, Manga, Novel;Kumi Takaragi;;;Female;;;;;Nanaras Aide;Land of Redaku;;Kakashi Retsuden: The Sixth Hokage and the Failure Boy;;;;;;;;Jiji (fiancé);;;;;;;;;;;;;;
Maroi;;;Movie;Takaya Kamikawa;Andrew Kishino;;Male;;;;;Spy;Kumogakure;;;Naruto the Movie: Blood Prison;;;;;;;;Lightning Release, Water Release;Lightning Release: Lightning Signal Fire, Water Release: Archerfish;;;;;;;;;;;;
Marui;;Boruto Episode #162;Anime;Kento Shiraishi;A.J. Beckles;;Male;Deceased;;;;;Kumogakure;Gaiden: Jōnin;;;;;;;;;;Lightning Release;Lightning Release: Shadow Clone Technique, Shadow Clone Technique;Sword;;;;;;;;;;;
Maruta;;Boruto Episode #274;Anime;Minoru Inaba;;;Male;;;;;Hawk trainer;;;;;;;;;;;;;;Crossbow;;;;;;;;;;;
Maruten Akimichi;Naruto Chapter #534;Naruto Shippūden Episode #275;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;Part II: Tokubetsu Jōnin;;;;;21;;;;;Yang Release;Calorie Control;Bō;;Akimichi Clan;;;;;;;;;
Masako;;;Movie;Yūko Kobayashi;Laura Bailey;;Female;;;;;;Rōran;;;Naruto Shippūden the Movie: The Lost Tower;;;;;;;;;;;;;;;;;;;;;
Mashō;;;Novel;;;;Male;Deceased;;;;;Ceramic Village;;Akatsuki Hiden: Evil Flowers in Full Bloom;;;;;;;;Gōshō (Son);;;;;;;;;;;;;;
Master Puppet;;;Game;Yusaku Yara;Kirk Thornton;;;Deceased;;;;;Land of Wind;;;;Naruto: Uzumaki Chronicles 2;;;;;;;;;;;Shirogane Clan;;Puppet;;;;;;;
Matatabi;Naruto Chapter #313;Naruto Shippūden Episode #72;Anime, Manga, Novel, Game, Movie;Ryōko Shiraishi;Cristina Vee;;;;;;;;Kumogakure;;The Last: Naruto the Movie;The Last: Naruto the Movie;Naruto Shippūden: Ninja Destiny 3;;;;;;Hagoromo Ōtsutsuki (Creator), Shukaku (Sibling), Isobu (Sibling), Son Gokū (Sibling), Kokuō (Sibling), Saiken (Sibling), Chōmei (Sibling), Gyūki (Sibling), Kurama (Sibling);Fire Release;Cat Claw, Cat Flame Roaring Fire, Chakra Transfer Technique, Great Cat Claw Attack, Tailed Beast Ball, Tailed Beast Full Charge, Tailed Beast Telepathy;;;;Bakeneko;Tailed Beast;;;Produce blue flames;;Yugito Nii , Naruto Uzumaki;;
Matsu;Naruto Chapter #320;;Manga, Movie;Kota Matsumoto;William Germain;May 16;Male;;170;70;B;Waiter, Circus performer;Konohagakure, Land of the Moon;;;Naruto the Movie: Guardians of the Crescent Moon Kingdom;;;28;;Nishi;;;;;;;;;;;;;;;;
Matsuba;;Boruto Episode #40;Anime;Takuya Kodama;Christopher Swindle;;Male;;;;;Advisor;Green Banks;;;;;;;;;;;;;;;;;;;;;;;;
Matsuri;Naruto Chapter #280;Naruto Episode #216;Anime, Manga, Game, Movie;Maaya Sakamoto;Lara Jill Miller (Part I), Michelle Ruff (Kazekage Rescue Mission to Tenchi Bridge Reconnaissance Mission), Laura Bailey (From Five Kage Summit Arc to In Narutos Footsteps: The Friends Paths);;Female;;158;;;;Sunagakure, Allied Shinobi Forces (Anime only);Part I: Academy Student, Part II: Genin;;Naruto Shippūden the Movie: The Will of Fire;Naruto Shippūden: Ultimate Ninja 4;;17;Fourth Division (Anime only), Team Matsuri (Anime only);;;;Wind Release (Anime only);Certain-Kill Treasured Tool Meteor (Anime only);Jōhyō (Anime only);;;;;;;;;;;
Matsuri (Konoha);Naruto Chapter #94;Naruto Episode #56;Anime, Manga;Ayaka Yamashita;Kate Higgins (Episode 56), Colleen OShaughnessey (Episode 158), Megan Hollingshead (Episode 199);;Female;;;;;;Konohagakure;Part I: Academy Student, Part II: Genin;;;;;10;;;;;;;;;;;;;;;;;;
Mawashi Dokuraku;Naruto Chapter #418;Naruto Shippūden Episode #157;Anime, Manga;;;;Male;;;;;;Konohagakure;;;;;;36;Analysis Team;;;;;Psycho Mind Transmission;Mind Reading Amplification Machine;;;;;;;;;;;
Mazuma Izuno;;Boruto Episode #222;Anime;Risako Murai;;;Female;;;;;;Konohagakure;;;;;;;;;;Wasabi Izuno (Daughter), Daruma Izuno (Husband);;;;;Izuno Clan;;;;;;;;;
Mebuki Haruno;;Naruto Shippūden Episode #271;Anime, Movie;Kazue Ikura (Part II), Yuki Masuda (Part I);Kate Higgins (Episode 83 and Part II), Saffron Henderson (Episode 3 and 55);;Female;;172.5;;;;Konohagakure;;;Road to Ninja: Naruto the Movie;;;;Allied Mothers Force;;;Sakura Haruno (Daughter), Sarada Uchiha (Granddaughter), Kizashi Haruno (Husband);;Frying Pan Attack;;;;;;;;;;;;
Mecha-Kurama;;Naruto Shippūden Episode #377;Anime, Game;;;;;Deceased;;;;;Otogakure;;;;Naruto Shippūden: Ultimate Ninja Storm Revolution;;;;;;Orochimaru (Creator);;Naruto Beam;;;;Mecha;Summon;;;;;;;
Mecha-Naruto;;Naruto Shippūden Episode #376;Anime, Game;Junko Takeuchi;Maile Flanagan;;;Incapacitated;;;;;Otogakure, Akatsuki, Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm Revolution;;;;;;Orochimaru (Creator);;Missile, Naruto Beam, Nine-Tails Chakra Bomb, Unite;;;;Mecha;Pseudo-Jinchūriki;;;;Kurama (Forms);;;
Mei Terumī;Naruto Chapter #454;Naruto Shippūden Episode #199;Anime, Manga, Novel, Game, Movie;Yurika Hino;Mary Elizabeth McGlynn , Kate Higgins (Naruto Shippūden: Ultimate Ninja Impact);May 21;Female;;174;53;AB;Mizukage;Kirigakure, Allied Shinobi Forces;Part II: Kage;Kakashi Hiden: Lightning in the Icy Sky;The Last: Naruto the Movie;Naruto Shippūden 3D: The New Era;Naruto Shippūden: UNSG anime cutscenes;31;Daimyō Protection Squad;;;;Lava Release, Boil Release, Water Release, Fire Release, Lightning Release, Earth Release;Boil Release: Skilled Mist Technique, Hiding in Mist Technique, Lava Release: Melting Apparition Technique, Lightning Water Dragon Bullet, Water Release: Water Bullet Technique, Water Release: Water Dragon Bullet Technique, Water Release: Water Formation Pillar;;Lava Release , Boil Release;;;;;9;;;;;
Meizu;Naruto Chapter #9;Naruto Episode #6;Anime, Manga, Novel, Game;Toshiaki Kuwahara;Kirk Thornton;June 6;Male;;178;73.6;B;Zabuzas subordinate;Kirigakure;Part I: Chūnin;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;;25;Demon Brothers;Gōzu;;Gōzu (Twin Brother);Water Release;Water Release: Hiding in Water Technique;Kusari, Metal Gauntlets, Poison;;;;Missing-nin, Mercenary Ninja;18;12;;;;;
Menma (anime);;Naruto Episode #213;Anime;Kenji Nojima;Wil Wheaton;;Male;Deceased;;;;Bandit;Konohagakure, Land of Sound;;;;;;;;;;;Yin Release;Chakra Enhancing Music, Memory Blocking Technique, Offsetting Sound;Ocarina;;Shiin Clan;;;;;;;;;
Menma Namikaze;;Naruto Shippūden Episode #427;Anime, Game;Junko Takeuchi;Maile Flanagan;October 10;Male;;166;50.9;B;;Konohagakure;Part II: Chūnin;;;Naruto Shippūden: Ultimate Ninja Blazing;;16;Team Kakashi;;12607;Minato Namikaze (Father), Kushina Uzumaki (Mother);;Negative Emotions Sensing, Nine-Tails Chakra Mode;;;;;Jinchūriki, Sensor Type;;12;;Kurama (Forms);;;
Menma Uzumaki;;;Game, Movie;Junko Takeuchi;Maile Flanagan;October 10;Male;;166;50.9;B;;Konohagakure;Part II: Chūnin;;Road to Ninja: Naruto the Movie;Naruto Mobile;;16;;;;Minato Namikaze (Father), Kushina Uzumaki (Mother);;Negative Emotions Sensing (Movie only), Repulsion Technique (Movie only);Kama (Movie only);;Uzumaki Clan;;Jinchūriki, Missing-nin, Sensor Type, S-rank;;;;Black Nine-Tails (Forms);;;
Menō;Sasuke Retsuden Chapter #1;Boruto Episode #282;Anime, Manga, Novel;;;;Male;Deceased;;;;;;;Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust;;;;;;;;;;;;;;Dragon;;;;;;;;
Menō (ninja);;;Game;Chieko Higuchi;Karen Strassman;;Female;Deceased;;;;;Land of Wind;;;;Naruto: Uzumaki Chronicles 2;;;Shirogane Three;;;;;Puppet Technique, Transformation Technique;Barrier Puppets, Insect Queen Bee Drone Puppet;;Shirogane Clan;;;;;;;;;
Messenger Lizard;Naruto Chapter #417;Naruto Shippūden Episode #156;Anime, Manga;;;;;Deceased;;;;;Kumogakure;;;;;;;;J;;;;;;;;Lizard;;;;;;;;
Metal Lee;Naruto Chapter #700;Boruto Episode #1;Anime, Manga, Novel, Game, Movie;Ryō Nishitani;Billy Kametz (Boruto episodes 3-203), Sean Chiplock (Boruto episodes 204-current);;Male;;150;;;;Konohagakure;Gaiden: Genin;Boruto: Naruto the Movie;Boruto: Naruto the Movie;Naruto: Ultimate Ninja Online;The Day Naruto Became Hokage (OVA);;Team 5;;;Rock Lee (Father);;Dynamic Entry (Anime only), Eight Gates (Anime only), Leaf Great Whirlwind (Anime only), Leaf Whirlwind, Multiple String Light Formation (Anime only), String Light Formation (Anime only), Strong Fist;;;Lee Clan (Novel only);;;;;;;;;
Metoro Konjiki;;;Novel;;;;Male;Deceased;;;;Terrorist;Ishigakure;Blank Period: Jōnin;Gaara Hiden: A Sandstorm Mirage;;;;;Ishi Terrorists;;;Etoro Konjiki (Twin Brother);Steel Release, Yin Release;Steel Release: Steel Projectile, Steel Release: Steel Shield Technique;;Steel Release;;;Missing-nin, Mercenary Ninja;;;;;;;
Mezu;;;Novel;;;;Male;Deceased;;;;;Konohagakure, Root;Part I: Anbu;Itachi Shinden: Book of Dark Night;;;;;;;;Gozu (Twin Brother);;;;;;;;;;;;;;
Mezu (missing-nin);Konoha Shinden Chapter #1;;Manga;;;;Male;;;;;;Konohagakure;;;;;;;Mezu Gang;;;;;;;;;;Missing-nin;;;;;;;
Mia;;Boruto Episode #158;Anime;Juri Nagatsuma;Anne Yatco;;Female;;;;;;Land of Valleys;;;;;;;;;;Anato (Husband);;;;;;;;;;;;;;
Mibuna;;Naruto Shippūden Episode #494;Anime;Masayo Hosono;Erika Harlacher;;Female;;;;;;Konohagakure;Blank Period: Academy Student;;;;;;;;;;;;;;;;;;;;;;;
Michiru Tsuki;;;, Movie;Akio Ōtsuka;Michael Sorich;;Male;;;;;King of the Land of the Moon;Land of the Moon;;;Naruto the Movie: Guardians of the Crescent Moon Kingdom;Naruto: Path of the Ninja 2 (movie poster);;;;;;Kakeru Tsuki (Father), Hikaru Tsuki (Son), Amayo (Ex-Wife);;;;;;;;;;;;;;
Michizō Manaka;;Naruto Episode #159;Anime;Shigenori Sōya;Kyle Hebert;;Male;;202;;;Bandit;Land of Stone;;;;;;;;;;;;;Sword;;;;;;;;;;;
Michy;;;Movie;Tōru Furusawa;Crispin Freeman;;Male;;;;;Actor;Land of Fire;;;Naruto the Movie: Ninja Clash in the Land of Snow;;;;;;;;;;Sword;;;;;;;;;;;
Midare;Naruto Chapter #58;Naruto Episode #21;Anime, Manga, Game;Yasuhiro Fujiwara;Stephen Apostolina;May 7;Male;Deceased;173.5;62;A;;Amegakure;Part I: Genin;;;Naruto: Ultimate Ninja Online;;19;Team Shigure;;R4-059;;;Jutsu;Umbrella;;;;;;;;;;;
Midnight Blade;;;Game;;;;Male;;173.2;54.9;AB;;Konohagakure;Part II: Academy Student;;;Naruto: Ultimate Ninja Online;;15;;;;;Lightning Release;Chidori Sharp Spear, Dancing Blade Risk, Flash, Iaidō, Lightning Release Chakra Mode, Lightning Release: Shadow Clone Technique, Shadow Clone Technique, Summoning Technique (Giant Rhino, Giant Snake-Tailed Chameleon, Hawk, Ninken, Slug), Sword of Kusanagi: Chidori Katana;Sword;;;;;;;;;;;
Midori;Naruto Chapter #110;Naruto Episode #65;Anime, Manga;;Skip Stellrecht;;Male;Deceased;;;;Personal Guard;Kusagakure;Part I: Chūnin;;;;;20;;Shiba;;;;;;;;;;;;;;;;
Midori (game);;;Game;;;;Female;;;;;;Konohagakure;Part II: Genin;;;Naruto Shippūden: Ultimate Ninja Storm 2;;;;;;;;;;;;;;;;;;;;
Mifune;Naruto Chapter #456;Naruto Shippūden Episode #199;Anime, Manga, Novel, Game;Katsumi Chō;Kirk Thornton;April 1;Male;;170;72.3;O;General, Fifth Division Commander of the Allied Shinobi Forces, Chairman of the Continental Summit;Land of Iron, Allied Shinobi Forces;;Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals;;Naruto Shippūden: Ultimate Ninja Impact;;65;Fifth Division;;;;;Chakra Shockwave Slash (Anime only), Dancing Blade Risk, Flash, Iai Beheading, Iaidō, Samurai Sabre Technique;Chakra Transmission Communication Device (Anime only), Kurosawa, Sword;;;;Samurai;;;;;;;
Migaki;Naruto Chapter #210;Naruto Episode #123;Anime, Manga, Game;Atsushi Ono;Steve Staley;;Male;;;;;;Konohagakure;;;;Naruto: Ultimate Ninja Online;;22;Medic Corps;;;;;;;;;;Medical-nin;;;;;;;
Might Duy;Naruto Chapter #668;Naruto Shippūden Episode #418;Anime, Manga, Game;Masashi Ebara;Skip Stellrecht;December 10;Male;Deceased;186.4;78.4;B;;Konohagakure;Part II: Genin;;;Naruto: Shinobi Collection Shippū Ranbu;;35;;;3001;Might Guy (Son);;Eight Gates, Eight Gates Released Formation;;;;;;;;;;;;
Might Guy;Naruto Chapter #38;Naruto Episode #21;Anime, Manga, Novel, Game, Movie;Masashi Ebara , Mayuki Makiguchi (Child);Skip Stellrecht , Todd Haberkorn (Child);January 1;Male;;184;76;B;Academy Teacher (Anime only);Konohagakure, Allied Shinobi Forces;Part I: Jōnin;Kakashi Hiden: Lightning in the Icy Sky;Naruto Shippūden the Movie;Naruto: Konoha Ninpōchō;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;31;Team Chōza, Team Guy, Third Division;;10252;Might Duy (Father);Fire Release, Lightning Release;Daytime Tiger, Double Dynamic Entry (Anime only), Dynamic Action (Anime only), Dynamic Entry, Eight Gates, Eight Gates Released Formation, Evening Elephant, Front Lotus, Intersection Method (Anime only), Leaf Coiling Whirlwind, Leaf Coiling Wind (Anime only), Leaf Drop (Novel only), Leaf Gale, Leaf Great Flash (Anime only), Leaf Great Whirlwind (Anime only), Leaf Gust (Anime only), Leaf Rock-Destroying Rise, Leaf Strong Whirlwind, Leaf Whirlwind, Little Toe Attack, Morning Peacock, Night Guy, Reverse Lotus, Seasickness Fist (Novel only), Shadow of the Dancing Leaf, Strong Fist, Summoning Technique (Tortoise), Violent — Leaf Adamantine-Strength Whirlwind;Bow & Arrow (Anime only), Kusarigama (Anime only), Nunchaku, Sōshūga;;;;;11;7;;;;;
Miina;;Naruto Shippūden Episode #290;Anime;Taeko Kawata;Sandy Fox;;Female;;;;;;Tonika Village;;;;;;5;;;;Tonika Village Head (Grandfather), Leo (Brother), Dokku (Adoptive Father), Shiseru (Adoptive Mother), Faz (Adoptive Brother), Lando (Adoptive Brother), Sora (Adoptive Sister);;;;;;;;;;;;;;
Mijin;;Naruto Shippūden Episode #395;Anime;Eiji Takeuchi;Peter Lurie;;Male;;;;;;Sunagakure;Part I: Genin;;;;;;Team Sajin;;;;;;;;;;;;;;;;;
Mikazuki;;Boruto Episode #104;Anime;Kokoro Kikuchi;;;;;;;;;Konohagakure;;;;;;;;;;Mitsuki (Owner), Hibiki (Owner);;;;;;Cat;;;;;;;;
Mikazuki Amaashi;;Boruto Episode #155 (Mentioned);Anime;;;;Female;Deceased;;;;Project Developer;Konohagakure, Kaneki Corporation;;;;;;;;;;Samidare Amaashi (Brother);;;;;;;;;;;;;;
Mikoshi;;Naruto Shippūden Episode #394;Anime;Kengo Kawanishi;Robbie Daymond;;Male;;;;;;Sunagakure;Part I: Genin;;;;;;Team Matsuri;;;;;;;;;;;;;;;;;
Mikoto Uchiha;Naruto Chapter #145;Naruto Episode #84;Anime, Manga, Novel, Game;Emi Sagara;Kari Wahlgren;June 1;Female;Deceased;162.6;48.9;A;Housewife;Konohagakure;Part I: Jōnin;Itachi Shinden: Book of Bright Light;;Naruto: The Broken Bond;;35;;;5348;Itachi Uchiha (Son), Sasuke Uchiha (Son), Sarada Uchiha (Granddaughter), Fugaku Uchiha (Husband);;;;;Uchiha Clan;;;;;;;;;
Mimi Inuzuka;;Boruto Episode #261;Anime;Kaori Ishihara;;;Female;;;;;;Konohagakure;Boruto Manga: Academy Student;;;;;;;Kikuchiyo;;;;;;;Inuzuka Clan;;;;;;;;;
Minamo Funato;;Boruto Episode #250;Anime;Shōko Yuzuki;;;Female;Deceased;;;;Pirate;Land of Water;;;;;;;;;;Ikada Funato (Son), Isari Funato (Son), Seiren Funato (Daughter), Araumi Funato (Husband);;;;;Funato Clan;;;;;;;;;
Minato Namikaze;Naruto Chapter #239;Naruto Episode #1;Anime, Manga, Novel, Game, Movie;Toshiyuki Morikawa , Miyu Irino (Child);Tony Oliver;January 25;Male;Deceased;179.2;66.1;B;Hokage;Konohagakure, Mount Myōboku, Allied Shinobi Forces;Part I: Kage;Naruto: Innocent Heart, Demonic Blood;Naruto Shippūden the Movie: The Lost Tower;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;24;Team Jiraiya, Team Minato;;6510;Naruto Uzumaki (Son), Boruto Uzumaki (Grandson), Himawari Uzumaki (Granddaughter), Kushina Uzumaki (Wife);Fire Release, Wind Release, Lightning Release, Yin Release, Yang Release;Area Scanning Technique, Chakra Transfer Technique, Contract Seal, Dead Demon Consuming Seal, Eight Trigrams Sealing Style, Flying Thunder Formation Technique, Flying Thunder God Mutually Instantaneous Revolving Technique, Flying Thunder God Slash, Flying Thunder God Technique, Flying Thunder God — Second Step, Flying Thunder God: Guiding Thunder, Four Red Yang Formation, Four Symbols Seal, Nine-Tails Chakra Mode, Parent and Child Rasengan, Rasengan, Sage Mode, Sensing Technique, Shadow Clone Technique, Spiralling Flash Super Round Dance Howl Style Three, Summoning Technique (Shinigami, Toad), Summoning: Food Cart Destroyer Technique, Tailed Beast Ball, Tailed Beast Chakra Arms, Tailed Beast Transfer Technique;Flying Thunder God Kunai;;;;Jinchūriki, Sage, Sensor Type;;10;;Kurama (Yin half) (Forms);;;
Minoichi;;Naruto Shippūden Episode #491;Anime, Novel, Game;Ryūichi Kijima;Ted Sroka;;Male;;;;;;Konohagakure, Allied Shinobi Forces, Land of Silence;Blank Period: Anbu;Shikamaru Hiden: A Cloud Drifting in Silent Darkness;;Naruto Shippūden: Ultimate Ninja Blazing;;;Enlightened Ones;;;;;;;;;;Missing-nin;;;;;;;
Minoji;Naruto Chapter #60;Naruto Episode #35;Anime, Manga;Kenichi Mochizuki (Part I), Ikuto Kanemasa (Part II);Michael P. Greco;;Male;;;;;;Konohagakure;Part I: Genin;;;;;19;Team Shibire;;;;;;;;;;;;;;;;;
Mirai Sarutobi;Naruto Chapter #533;Naruto Shippūden Episode #274;Anime, Manga, Novel, Game, Movie;Eri Gōda;Sarah Williams , Kate Higgins (Child);;Female;;83;;;Chūnin Exam Proctor (Anime only), Hokages Bodyguard;Konohagakure;Gaiden: Chūnin;Shikamaru Hiden: A Cloud Drifting in Silent Darkness;The Last: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 3;;2;;;;Shinku Yūhi (Grandfather), Kurenai Yūhi (Mother), Biwako Sarutobi (Grandmother), Sasuke Sarutobi (Great-Grandfather), Hiruzen Sarutobi (Grandfather), Asuma Sarutobi (Father), Konohamaru Sarutobi (Cousin);Wind Release (Affinity), Fire Release, Lightning Release (Anime only), Yin Release;Demonic Illusion: Tree Binding Death, Fire Release: Flint Yagura Technique, Flying Swallow, Genjutsu: Ghost Fire, Shadow Shuriken Technique, Sickle Weasel Technique, Wind Release: Whirlwind Fist;Chakra Blade, Military Rations Pill (Anime only);;Sarutobi Clan;;;;;;;;;
Miroku;;;Movie;Fumiko Orikasa;Laura Bailey;;Female;Deceased;;;;Priestess;Land of Demons;;;Naruto Shippūden the Movie;;;;;;;Shion (Daughter);;Shrine Seal;Bell;;;;;;;;;;;
Miru;Naruto Chapter #507;Naruto Shippūden Episode #251;Anime, Manga;Yukari Oribe;Dorothy Elias-Fahn;;Female;Deceased;;;;;Kirigakure;;;;;;19;Cypher Division;;;;;;;;;;;;;;;;;
Misumi Tsurugi;Naruto Chapter #45;Naruto Episode #26;Anime, Manga, Game;Kunihiro Kawamoto (Chūnin Exams), Ichirota Koizumi (Kaima Capture Mission);Richard Cansino;November 30;Male;Presumed Deceased;174.7;61.4;A;Otogakure spy, Bodyguard;Konohagakure, Otogakure, Land of the Sea (Anime only);Part I: Genin;;;Naruto Shippūden: Ultimate Ninja Blazing;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;23;Team Kabuto;Yoroi Akado;11981;;Water Release (Anime only);Soft Physique Modification, Water Clone Technique (Anime only);;;;;Missing-nin;;;;;;;
Misuno;Naruto Chapter #700+5;Boruto Episode #24;Anime, Manga, Novel, Movie;Aya Gomazuru;;;Female;;166;;;Mizukages bodyguard;Kirigakure;;Boruto: Naruto the Movie;Boruto: Naruto the Movie;;;;;;;;;;Tantō (Anime only);;;;;;;;;;;
Mitate;Naruto Chapter #87;Naruto Episode #50;Anime, Manga, Game;Hideaki Nonaka (Episode 143), Kenichi Mochizuki (Naruto Episode 213);Grant George (Episode 50), Sam Riegal (Episode 143), Kyle Hebert (Episode 213);;Male;;170;;;;Konohagakure;;;;Naruto: Ultimate Ninja Online;;24;Medic Corps;;;;Yin Release (Anime Only);Time Reversal Technique (Anime only);;;;;Medical-nin;;;;;;;
